x,y,case
-0.041,0.294,4.000
-0.015,-0.226,4.000
-0.029,0.421,4.000
-0.388,-0.385,4.000
0.565,-0.023,4.000
0.422,0.078,4.000
0.274,-0.252,4.000
0.543,0.431,4.000
-0.622,-0.116,4.000
0.172,-0.441,4.000
0.047,-0.335,4.000
0.231,0.652,4.000
-0.437,-0.219,4.000
0.423,0.465,4.000
0.251,-0.002,4.000
-0.297,-0.224,4.000
0.592,0.221,4.000
-0.495,0.049,4.000
-0.403,-0.725,4.000
0.231,-0.461,4.000
0.355,0.192,4.000
0.160,-0.116,4.000
-0.189,0.316,4.000
-0.273,-0.134,4.000
-0.107,-0.283,4.000
0.050,0.111,4.000
0.492,-0.018,4.000
-0.558,0.157,4.000
0.095,0.619,4.000
-0.294,-0.216,4.000
0.079,-0.245,4.000
-0.409,0.040,4.000
0.268,0.107,4.000
-0.388,-0.365,4.000
0.283,0.324,4.000
0.009,0.578,4.000
0.297,-0.039,4.000
-0.340,0.025,4.000
-0.032,0.368,4.000
0.151,-0.355,4.000
0.442,-0.006,4.000
-0.351,-0.224,4.000
-0.487,-0.461,4.000
-0.392,0.037,4.000
-0.446,-0.759,4.000
0.592,0.112,4.000
0.391,0.141,4.000
0.245,0.356,4.000
0.303,0.284,4.000
-0.113,-0.619,4.000
0.292,0.019,4.000
-0.416,-0.079,4.000
-0.194,0.665,4.000
-0.443,-0.132,4.000
0.132,0.053,4.000
0.144,0.114,4.000
-0.126,0.340,4.000
0.536,0.322,4.000
0.169,0.227,4.000
-0.212,-0.398,4.000
-0.439,-0.405,4.000
-0.151,0.129,4.000
0.170,-0.510,4.000
-0.254,-0.109,4.000
0.014,0.149,4.000
0.219,-0.073,4.000
-0.446,-0.108,4.000
-0.199,0.466,4.000
0.008,0.607,4.000
-0.181,-0.027,4.000
-0.010,0.322,4.000
-0.529,-0.561,4.000
0.200,0.227,4.000
-0.077,-0.348,4.000
0.496,0.756,4.000
0.141,-0.188,4.000
0.618,0.433,4.000
-0.224,0.158,4.000
-0.241,-0.363,4.000
-0.330,-0.019,4.000
0.262,0.149,4.000
-0.058,0.408,4.000
-0.535,0.366,4.000
-0.172,0.334,4.000
0.056,-0.618,4.000
0.045,-0.225,4.000
0.007,-0.161,4.000
0.008,0.135,4.000
-0.199,0.248,4.000
0.357,-0.032,4.000
-0.620,-0.377,4.000
0.109,-0.314,4.000
-0.234,0.309,4.000
-0.732,-0.314,4.000
-0.283,-0.085,4.000
0.051,-0.068,4.000
0.052,-0.076,4.000
0.142,0.541,4.000
0.737,0.713,4.000
0.208,0.021,4.000
0.418,0.743,4.000
0.391,-0.258,4.000
0.263,-0.280,4.000
0.606,0.287,4.000
-0.680,-0.413,4.000
0.622,0.666,4.000
0.386,0.328,4.000
0.629,0.818,4.000
-0.242,-0.287,4.000
-0.150,0.246,4.000
-0.171,-0.555,4.000
-0.285,-0.054,4.000
0.102,0.276,4.000
0.653,-0.385,4.000
0.272,-0.279,4.000
-0.252,-0.528,4.000
0.141,0.110,4.000
-0.350,0.378,4.000
0.315,0.300,4.000
0.013,0.305,4.000
-0.545,0.201,4.000
0.224,0.134,4.000
-0.062,0.113,4.000
0.472,0.012,4.000
0.419,0.101,4.000
0.538,0.306,4.000
0.041,0.476,4.000
0.237,-0.332,4.000
0.266,0.108,4.000
-0.191,-0.034,4.000
0.432,0.399,4.000
-0.591,-0.238,4.000
0.613,-0.239,4.000
-0.100,0.187,4.000
0.030,-0.034,4.000
-0.014,0.068,4.000
0.601,0.735,4.000
-0.461,-0.260,4.000
0.148,0.213,4.000
-0.205,0.153,4.000
0.194,0.035,4.000
-0.767,-0.653,4.000
0.288,0.155,4.000
-0.236,-0.569,4.000
0.072,-0.138,4.000
-0.587,0.065,4.000
-0.035,0.068,4.000
0.071,0.369,4.000
-0.510,-0.094,4.000
-0.326,0.001,4.000
0.026,-0.256,4.000
0.623,0.105,4.000
0.153,0.278,4.000
-0.172,-0.281,4.000
-0.129,-0.689,4.000
0.042,0.289,4.000
-0.062,0.163,4.000
0.334,0.226,4.000
-0.172,-0.277,4.000
-0.252,-0.029,4.000
-0.118,-0.440,4.000
0.294,0.570,4.000
-0.342,-0.362,4.000
0.072,-0.268,4.000
0.626,0.277,4.000
0.516,0.006,4.000
-0.486,-0.202,4.000
-0.385,-0.024,4.000
0.163,-0.156,4.000
-0.215,0.452,4.000
0.099,-0.439,4.000
-0.409,0.108,4.000
-0.365,-0.059,4.000
0.371,0.454,4.000
0.106,-0.045,4.000
0.077,0.134,4.000
0.779,0.142,4.000
-0.025,-0.074,4.000
0.600,-0.295,4.000
0.238,0.057,4.000
0.173,0.327,4.000
-0.311,0.042,4.000
-0.368,-0.616,4.000
-0.067,-0.095,4.000
0.286,0.162,4.000
-0.069,-0.375,4.000
-0.305,-0.488,4.000
-0.406,-0.720,4.000
0.091,-0.234,4.000
-0.410,0.188,4.000
0.168,0.212,4.000
0.249,0.290,4.000
-0.287,0.054,4.000
0.080,-0.152,4.000
-0.144,-0.613,4.000
-0.137,0.102,4.000
-0.155,-0.473,4.000
0.179,0.231,4.000
-0.472,0.148,4.000
0.145,0.102,4.000
0.280,-0.335,4.000
0.088,-0.003,4.000
-0.012,0.117,4.000
-0.104,-0.023,4.000
-0.096,0.054,4.000
0.265,0.146,4.000
-0.490,-0.063,4.000
0.378,-0.106,4.000
0.360,0.447,4.000
-0.190,-0.203,4.000
-0.098,0.160,4.000
-0.080,0.585,4.000
0.671,0.142,4.000
-0.314,-0.223,4.000
0.002,-0.412,4.000
-0.081,-0.128,4.000
-0.053,0.172,4.000
0.387,-0.043,4.000
-0.216,-0.272,4.000
-0.081,-0.192,4.000
0.296,0.111,4.000
-0.539,-0.129,4.000
-0.686,-0.685,4.000
0.819,0.215,4.000
-0.127,0.241,4.000
0.019,0.124,4.000
-0.729,-0.481,4.000
0.484,0.307,4.000
0.253,-0.164,4.000
-0.186,0.112,4.000
0.365,0.295,4.000
0.082,-0.503,4.000
0.269,-0.249,4.000
-0.111,-0.088,4.000
0.052,0.394,4.000
0.115,0.047,4.000
0.158,-0.053,4.000
-0.108,0.335,4.000
-0.301,-0.242,4.000
0.155,0.519,4.000
0.525,0.391,4.000
0.069,-0.556,4.000
-0.036,0.356,4.000
0.070,-0.147,4.000
-0.105,-0.539,4.000
-0.257,-0.040,4.000
-0.628,0.122,4.000
-0.421,0.405,4.000
0.306,-0.082,4.000
-0.193,-0.266,4.000
0.193,-0.053,4.000
0.106,-0.285,4.000
0.125,-0.351,4.000
-0.276,0.534,4.000
-0.238,-0.124,4.000
0.208,0.179,4.000
-0.342,0.079,4.000
0.132,-0.306,4.000
-0.407,-0.112,4.000
-0.546,-0.145,4.000
0.195,-0.092,4.000
0.171,0.424,4.000
-0.674,0.261,4.000
0.335,0.647,4.000
-0.144,-0.391,4.000
-0.168,0.662,4.000
-0.652,-0.629,4.000
-0.195,-0.217,4.000
-0.056,-0.478,4.000
-0.063,0.320,4.000
0.498,0.422,4.000
-0.595,-0.057,4.000
-0.397,-0.025,4.000
-0.103,-0.387,4.000
-0.109,0.500,4.000
0.138,0.347,4.000
-0.161,0.277,4.000
0.244,0.138,4.000
-0.107,0.110,4.000
-0.313,0.078,4.000
-0.245,-0.399,4.000
0.251,0.467,4.000
0.200,0.223,4.000
-0.221,0.087,4.000
0.196,-0.064,4.000
0.447,0.509,4.000
0.358,-0.209,4.000
-0.313,0.360,4.000
0.009,-0.035,4.000
-0.403,0.162,4.000
0.121,0.056,4.000
-0.136,0.377,4.000
0.540,-0.205,4.000
0.147,-0.017,4.000
0.240,-0.489,4.000
-0.122,-0.270,4.000
-0.770,-0.157,4.000
-0.169,-0.149,4.000
-0.311,0.187,4.000
-0.637,0.137,4.000
0.069,-0.004,4.000
-0.105,-0.211,4.000
-0.260,-0.013,4.000
-0.053,-0.056,4.000
0.226,0.149,4.000
-0.302,-0.188,4.000
-0.185,0.349,4.000
0.187,-0.410,4.000
-0.021,-0.208,4.000
0.485,0.283,4.000
-0.181,-0.039,4.000
-0.522,-0.290,4.000
0.497,-0.143,4.000
0.026,0.343,4.000
0.129,0.015,4.000
-0.015,-0.287,4.000
0.405,-0.103,4.000
-0.243,0.139,4.000
-0.129,0.526,4.000
0.036,0.035,4.000
-0.691,-0.215,4.000
0.445,0.152,4.000
-0.220,-0.574,4.000
0.133,0.241,4.000
-0.702,-0.328,4.000
-0.019,-0.172,4.000
-0.596,0.027,4.000
-0.378,-0.054,4.000
-0.159,-0.112,4.000
0.313,0.347,4.000
0.262,0.562,4.000
0.455,0.052,4.000
0.088,-0.096,4.000
-0.048,-0.114,4.000
0.004,0.125,4.000
0.456,0.113,4.000
0.122,-0.159,4.000
-0.239,-0.240,4.000
0.254,-0.354,4.000
-0.130,-0.021,4.000
-0.512,-0.897,4.000
0.062,-0.068,4.000
-0.014,0.098,4.000
-0.344,-0.651,4.000
-0.064,-0.152,4.000
0.261,0.135,4.000
0.192,-0.113,4.000
0.248,0.114,4.000
-0.307,-0.563,4.000
0.755,-0.083,4.000
0.376,0.660,4.000
-0.152,-0.060,4.000
0.056,0.534,4.000
0.243,0.355,4.000
0.048,0.071,4.000
-0.357,0.067,4.000
-0.423,-0.060,4.000
-0.422,-0.628,4.000
0.209,0.333,4.000
0.116,-0.102,4.000
0.224,0.300,4.000
0.223,0.395,4.000
0.046,-0.002,4.000
0.433,0.525,4.000
0.286,-0.186,4.000
-0.263,-0.064,4.000
-0.072,0.469,4.000
-0.383,-0.155,4.000
-0.480,0.103,4.000
-0.149,0.049,4.000
-0.098,-0.354,4.000
-0.201,-0.175,4.000
-0.001,0.026,4.000
0.581,0.139,4.000
-0.283,-0.231,4.000
0.008,-0.104,4.000
-0.263,-0.340,4.000
0.201,0.331,5.000
-0.323,0.175,5.000
-0.054,0.051,5.000
-0.293,-0.257,5.000
0.261,0.100,5.000
-0.511,-0.424,5.000
0.250,-0.178,5.000
0.003,0.242,5.000
-0.258,0.715,5.000
-0.441,-0.104,5.000
-0.099,0.148,5.000
0.072,-0.090,5.000
0.242,0.101,5.000
-0.082,-0.161,5.000
0.070,0.074,5.000
0.138,0.369,5.000
-0.174,-0.390,5.000
-0.097,0.095,5.000
0.115,-0.133,5.000
0.120,0.250,5.000
-0.846,0.239,5.000
-0.376,-0.143,5.000
0.011,0.056,5.000
-0.051,0.081,5.000
0.259,-0.103,5.000
-0.023,0.099,5.000
0.511,-0.215,5.000
-0.115,0.195,5.000
0.366,-0.231,5.000
0.116,0.361,5.000
-0.097,-0.503,5.000
-0.286,0.489,5.000
-0.092,0.345,5.000
-0.221,-0.177,5.000
0.005,0.344,5.000
0.668,-0.223,5.000
0.384,-0.228,5.000
-0.308,0.042,5.000
0.531,-0.388,5.000
0.464,-0.007,5.000
-0.003,0.350,5.000
-0.096,0.157,5.000
-0.014,-0.076,5.000
0.030,0.201,5.000
0.657,-0.721,5.000
-0.048,0.117,5.000
0.181,-0.234,5.000
0.099,0.278,5.000
-0.045,0.284,5.000
0.566,-0.425,5.000
-0.021,0.011,5.000
0.065,0.443,5.000
0.241,-0.184,5.000
0.365,-0.271,5.000
-0.051,0.179,5.000
0.003,0.328,5.000
-0.410,0.258,5.000
-0.282,-0.173,5.000
0.505,-0.564,5.000
0.169,0.029,5.000
0.656,0.083,5.000
0.235,-0.512,5.000
-0.251,-0.288,5.000
0.375,0.231,5.000
-0.011,-0.105,5.000
0.047,-0.048,5.000
-0.003,0.146,5.000
-0.186,0.104,5.000
0.424,0.251,5.000
-0.117,-0.148,5.000
-0.264,0.434,5.000
0.136,-0.020,5.000
-0.037,-0.032,5.000
0.150,-0.313,5.000
-0.302,-0.332,5.000
-0.347,0.462,5.000
0.304,0.236,5.000
-0.694,-0.730,5.000
0.272,-0.195,5.000
-0.016,-0.346,5.000
0.232,0.124,5.000
0.085,-0.081,5.000
0.021,-0.117,5.000
-0.386,-0.147,5.000
-0.460,-0.123,5.000
0.180,0.340,5.000
-0.197,-0.615,5.000
-0.091,0.422,5.000
-0.457,-0.605,5.000
-0.249,-0.179,5.000
-0.096,0.052,5.000
-0.076,0.547,5.000
1.083,-0.181,5.000
0.331,0.016,5.000
-0.578,0.435,5.000
0.466,-0.119,5.000
-0.168,0.190,5.000
-0.347,-0.560,5.000
-0.198,-0.476,5.000
0.005,-0.086,5.000
-0.018,0.158,5.000
-0.108,-0.210,5.000
-0.443,-0.009,5.000
-0.454,0.496,5.000
0.319,0.613,5.000
0.198,0.090,5.000
0.599,0.063,5.000
-0.047,0.010,5.000
-0.013,0.324,5.000
-0.280,0.067,5.000
-0.105,-0.407,5.000
-0.303,-0.599,5.000
0.340,-0.215,5.000
-0.447,-0.320,5.000
-0.308,0.084,5.000
-0.155,0.212,5.000
-0.534,-0.285,5.000
0.098,-0.440,5.000
-0.311,0.306,5.000
-0.662,0.384,5.000
-0.361,-0.103,5.000
-0.301,0.012,5.000
0.575,0.103,5.000
0.059,0.338,5.000
0.212,0.326,5.000
0.143,-0.469,5.000
0.041,-0.274,5.000
0.550,-0.329,5.000
-0.123,-0.316,5.000
-0.156,-0.497,5.000
0.573,-0.120,5.000
0.245,-0.137,5.000
-0.423,0.260,5.000
0.148,0.536,5.000
-0.397,0.031,5.000
-0.387,-0.264,5.000
0.190,-0.582,5.000
-0.277,-0.147,5.000
-0.500,-0.380,5.000
0.161,0.290,5.000
0.041,0.067,5.000
-0.218,0.373,5.000
-0.128,-0.591,5.000
0.470,-0.433,5.000
-0.315,0.416,5.000
-0.260,-0.165,5.000
-0.197,-0.237,5.000
-0.033,0.123,5.000
-0.062,-0.184,5.000
-0.008,0.202,5.000
0.072,-0.126,5.000
0.118,-0.271,5.000
0.095,0.195,5.000
0.394,0.571,5.000
-0.356,-0.369,5.000
-0.226,0.010,5.000
0.159,-0.357,5.000
-0.500,-0.250,5.000
-0.078,0.020,5.000
-0.141,0.815,5.000
-0.179,0.654,5.000
0.668,-0.311,5.000
0.696,0.506,5.000
0.255,0.104,5.000
0.245,0.284,5.000
-0.380,-0.079,5.000
-0.049,0.611,5.000
-0.203,-0.335,5.000
-0.058,-0.258,5.000
0.146,0.695,5.000
-0.121,0.257,5.000
-0.054,-0.380,5.000
-0.254,0.180,5.000
0.091,0.300,5.000
0.319,0.112,5.000
0.605,-0.007,5.000
0.152,-0.270,5.000
-0.078,-0.087,5.000
-0.020,0.292,5.000
-0.039,-0.090,5.000
0.186,-0.137,5.000
-0.349,-0.481,5.000
-0.505,0.327,5.000
0.127,0.197,5.000
0.547,-0.139,5.000
-0.633,0.541,5.000
-0.571,-0.167,5.000
-0.254,-0.291,5.000
0.276,0.078,5.000
-0.173,0.326,5.000
-0.144,0.207,5.000
0.188,0.422,5.000
-0.415,-0.933,5.000
-0.653,0.243,5.000
-0.296,0.111,5.000
0.091,0.178,5.000
0.113,0.014,5.000
0.641,0.030,5.000
0.464,0.165,5.000
0.092,0.434,5.000
0.100,0.682,5.000
0.596,0.092,5.000
-0.182,-0.159,5.000
0.319,0.246,5.000
-0.221,-0.454,5.000
0.545,-0.358,5.000
-0.006,-0.245,5.000
-0.310,-0.310,5.000
-0.786,-0.153,5.000
0.223,-0.241,5.000
0.276,0.044,5.000
-0.310,-0.265,5.000
-0.085,0.092,5.000
0.071,-0.129,5.000
0.298,0.383,5.000
0.157,0.026,5.000
-0.182,-0.719,5.000
-0.445,0.723,5.000
0.161,-0.020,5.000
-0.180,0.392,5.000
-0.245,-0.423,5.000
-0.410,0.011,5.000
0.165,-0.404,5.000
0.277,0.021,5.000
0.012,0.984,5.000
0.026,0.198,5.000
-0.072,0.323,5.000
-0.166,-0.146,5.000
-0.181,-0.151,5.000
-0.353,-0.250,5.000
0.418,0.485,5.000
0.099,-0.426,5.000
0.263,-0.088,5.000
0.082,-0.061,5.000
-0.125,0.195,5.000
-0.053,0.136,5.000
-0.340,0.146,5.000
0.235,0.106,5.000
-0.260,0.353,5.000
0.084,-0.072,5.000
-0.671,-0.027,5.000
0.080,0.092,5.000
-0.114,0.261,5.000
-0.419,0.229,5.000
-0.298,-0.059,5.000
0.134,-0.097,5.000
-0.022,0.031,5.000
-0.283,0.560,5.000
-0.221,-0.185,5.000
-0.465,-0.063,5.000
-0.195,0.269,5.000
0.049,-0.194,5.000
-0.175,-0.121,5.000
-0.464,0.016,5.000
0.358,-0.182,5.000
-0.292,0.142,5.000
-0.062,0.222,5.000
-0.012,-0.424,5.000
-0.284,-0.425,5.000
0.047,-0.001,5.000
0.044,-0.102,5.000
-0.323,0.380,5.000
-0.176,0.075,5.000
0.039,-0.457,5.000
0.274,0.065,5.000
0.228,-0.206,5.000
0.058,-0.224,5.000
-0.185,0.139,5.000
-0.511,0.029,5.000
0.147,0.265,5.000
-0.066,0.352,5.000
-0.049,0.473,5.000
0.500,-0.101,5.000
-0.006,-0.180,5.000
-0.122,0.125,5.000
-0.382,0.540,5.000
-0.028,-0.129,5.000
-0.311,0.161,5.000
-0.333,-0.139,5.000
0.864,-0.414,5.000
-0.532,0.576,5.000
0.347,-0.188,5.000
-0.368,0.392,5.000
-0.117,0.416,5.000
-0.376,0.582,5.000
0.313,0.353,5.000
0.378,0.398,5.000
-0.169,0.057,5.000
0.212,-0.167,5.000
0.535,-0.356,5.000
-0.101,0.039,5.000
-0.376,0.717,5.000
0.206,-0.492,5.000
-0.315,0.671,5.000
-0.140,0.400,5.000
0.181,0.021,5.000
-0.095,-0.058,5.000
0.235,0.490,5.000
0.003,-0.048,5.000
0.392,0.425,5.000
-0.039,0.357,5.000
0.360,-0.299,5.000
0.024,0.036,5.000
-0.286,0.120,5.000
0.572,0.114,5.000
-0.309,0.464,5.000
0.016,0.196,5.000
-0.677,-0.012,5.000
0.172,-0.263,5.000
0.113,0.303,5.000
0.223,0.470,5.000
0.349,0.660,5.000
-0.426,0.641,5.000
-0.058,0.318,5.000
0.187,0.305,5.000
-0.614,-0.809,5.000
0.054,0.548,5.000
-0.184,-0.361,5.000
-0.469,0.136,5.000
0.110,-0.413,5.000
0.146,-0.075,5.000
-0.315,-0.120,5.000
-0.209,0.203,5.000
-0.398,-0.325,5.000
-0.104,-0.010,5.000
0.123,-0.336,5.000
-0.436,-0.157,5.000
0.121,-0.320,5.000
0.337,-0.111,5.000
-0.418,-0.057,5.000
0.359,0.261,5.000
-0.198,-0.414,5.000
0.320,0.078,5.000
-0.071,0.670,5.000
-0.603,0.249,5.000
0.219,-0.244,5.000
-0.065,-0.073,5.000
-0.372,0.029,5.000
-0.435,-0.421,5.000
0.174,0.145,5.000
0.164,-0.251,5.000
0.223,0.027,5.000
0.166,0.242,5.000
0.216,-0.222,5.000
0.076,0.228,5.000
-0.211,0.065,5.000
0.432,0.235,5.000
-0.547,-0.078,5.000
-0.375,0.056,5.000
0.030,-0.060,5.000
0.224,-0.347,5.000
-0.366,0.042,5.000
0.192,-0.260,5.000
-0.046,-0.579,5.000
-0.012,-0.515,5.000
0.312,0.125,5.000
-0.180,0.015,5.000
0.050,-0.570,5.000
0.734,-0.350,5.000
0.247,-0.414,5.000
-0.103,0.045,5.000
0.174,0.681,5.000
-0.189,0.275,5.000
0.463,0.274,5.000
0.278,0.069,5.000
0.109,-0.150,5.000
0.286,-0.469,5.000
0.174,-0.074,5.000
-0.077,0.182,5.000
0.071,-0.827,5.000
-0.224,0.536,5.000
-0.176,0.312,5.000
-0.015,-0.109,5.000
0.095,0.007,5.000
0.383,0.037,5.000
-0.279,0.094,5.000
-0.478,0.533,5.000
-0.105,0.093,5.000
-0.036,0.590,5.000
-0.124,-0.590,5.000
0.173,-0.089,5.000
-0.032,0.218,5.000
-0.154,0.343,5.000
-0.662,0.653,5.000
0.357,-0.178,5.000
0.251,0.374,5.000
0.908,-0.225,5.000
0.018,-0.047,5.000
0.433,0.456,5.000
0.098,0.154,5.000
0.057,-0.290,5.000
-0.145,-0.094,5.000
0.038,-0.261,5.000
-0.032,0.250,5.000
-0.077,0.115,5.000
0.069,-0.437,5.000
0.289,0.260,5.000
0.065,0.528,5.000
-0.219,0.477,5.000
-0.372,0.436,5.000
-0.323,0.189,5.000
0.001,0.013,5.000
0.344,0.423,5.000
-0.136,0.197,5.000
0.273,0.521,5.000
-0.031,0.146,5.000
-0.145,-0.209,5.000
-0.288,-0.046,5.000
-0.131,-0.220,5.000
0.200,0.031,5.000
0.230,-0.376,5.000
-0.115,0.070,5.000
0.127,-0.671,5.000
-0.275,-0.044,5.000
0.772,0.166,5.000
-0.296,-0.065,5.000
0.206,0.208,5.000
0.134,0.074,5.000
-0.122,0.133,5.000
-0.162,-0.750,5.000
-0.111,-0.447,5.000
0.448,0.129,5.000
0.042,0.238,5.000
-0.558,-0.320,5.000
-0.065,0.066,5.000
-0.325,-0.299,5.000
-0.039,-0.146,5.000
-0.228,0.139,5.000
0.269,0.289,5.000
0.156,0.033,5.000
-0.815,-0.705,5.000
0.126,0.065,5.000
0.224,0.160,5.000
0.044,0.047,5.000
0.124,-0.144,5.000
-0.026,0.211,5.000
0.417,-0.045,5.000
-0.052,-0.150,5.000
-0.026,0.018,5.000
0.262,0.154,5.000
0.016,0.284,5.000
-0.189,-0.857,5.000
0.019,-0.115,5.000
0.226,0.056,5.000
0.261,0.248,5.000
-0.409,0.142,5.000
0.494,0.519,5.000
0.493,-0.312,5.000
-0.060,0.030,5.000
0.145,0.501,5.000
0.214,0.261,5.000
-0.619,0.098,5.000
-0.063,0.280,5.000
0.122,0.599,5.000
0.367,0.492,5.000
0.163,0.303,5.000
0.092,-0.469,5.000
0.331,-0.858,5.000
-0.036,-0.733,5.000
-0.187,-0.214,5.000
0.118,-0.129,5.000
-0.093,0.460,5.000
0.320,0.068,5.000
-0.457,-0.366,5.000
-0.353,0.016,5.000
-0.674,-0.096,5.000
-0.056,0.094,5.000
0.059,0.249,5.000
-0.178,-0.159,5.000
-0.421,-0.624,5.000
0.135,-0.340,5.000
-0.624,-0.491,5.000
0.105,-0.647,5.000
0.140,-0.244,5.000
0.815,0.239,5.000
0.345,-0.069,5.000
-0.053,0.087,5.000
0.171,-0.138,5.000
-0.171,0.023,5.000
-0.423,-0.421,5.000
0.385,0.460,5.000
-0.001,0.203,5.000
-0.580,-0.130,5.000
-0.111,-0.512,5.000
0.320,0.293,5.000
0.096,0.240,5.000
-0.326,-0.059,5.000
0.096,0.220,5.000
0.057,-0.358,5.000
0.111,-0.034,5.000
-0.040,-0.206,5.000
0.263,0.123,5.000
-0.124,0.202,5.000
0.068,-0.275,5.000
-0.150,0.189,5.000
0.082,-0.168,5.000
0.505,-0.292,5.000
-0.478,-0.256,5.000
0.053,-0.565,5.000
-0.065,-0.006,5.000
-0.136,0.080,6.000
0.253,-0.164,6.000
0.104,0.102,6.000
0.390,-0.101,6.000
-0.204,-0.160,6.000
0.003,0.106,6.000
-0.097,0.305,6.000
-0.030,-0.204,6.000
-0.023,-0.289,6.000
-0.125,0.074,6.000
0.257,0.173,6.000
0.296,-0.431,6.000
-0.559,0.673,6.000
0.027,-0.013,6.000
-0.043,0.230,6.000
-0.187,0.330,6.000
0.655,-0.444,6.000
0.034,0.275,6.000
0.133,-0.007,6.000
-0.247,0.189,6.000
-0.208,0.025,6.000
-0.015,0.157,6.000
0.594,0.235,6.000
0.291,0.411,6.000
-0.879,0.513,6.000
0.259,-0.024,6.000
-0.250,-0.425,6.000
-0.583,0.018,6.000
0.383,-0.141,6.000
-0.389,0.714,6.000
-0.126,-0.078,6.000
-0.595,-0.107,6.000
-0.025,0.230,6.000
0.197,0.031,6.000
-0.229,0.085,6.000
0.057,-0.082,6.000
0.073,-0.068,6.000
-0.411,0.184,6.000
-0.114,-0.404,6.000
0.423,-0.349,6.000
0.067,-0.232,6.000
-0.435,0.097,6.000
-0.513,0.507,6.000
-0.322,0.334,6.000
-0.037,-0.539,6.000
0.041,-0.031,6.000
-0.148,0.433,6.000
-0.568,-0.064,6.000
0.441,-0.254,6.000
-0.300,-0.161,6.000
0.014,-0.673,6.000
0.426,-0.252,6.000
-0.485,-0.047,6.000
-0.190,-0.423,6.000
-0.136,-0.517,6.000
0.566,-0.080,6.000
0.216,-0.223,6.000
-0.213,-0.345,6.000
0.052,-0.416,6.000
-0.104,0.399,6.000
0.341,0.035,6.000
0.492,0.067,6.000
-0.119,-0.194,6.000
0.112,0.080,6.000
0.294,0.204,6.000
-0.308,0.366,6.000
0.212,-0.788,6.000
-0.527,-0.009,6.000
-0.039,-0.160,6.000
0.289,-0.121,6.000
-0.357,-0.105,6.000
0.086,0.071,6.000
0.039,0.321,6.000
-0.113,0.240,6.000
0.312,-0.079,6.000
-0.027,-0.372,6.000
-0.624,0.062,6.000
0.022,0.455,6.000
-0.522,0.489,6.000
0.574,-0.000,6.000
-0.053,-0.355,6.000
0.391,-0.016,6.000
0.293,-0.575,6.000
-0.056,-0.725,6.000
0.343,-0.434,6.000
0.024,0.001,6.000
-0.529,0.192,6.000
-0.217,0.394,6.000
-0.326,-0.039,6.000
0.154,-0.425,6.000
0.316,-0.424,6.000
0.232,0.142,6.000
0.482,-0.206,6.000
0.232,-0.242,6.000
-0.398,-0.353,6.000
-0.366,0.082,6.000
0.323,0.473,6.000
0.130,0.336,6.000
-0.313,0.298,6.000
-0.119,0.070,6.000
-0.200,-0.134,6.000
0.256,-0.254,6.000
0.377,-0.222,6.000
0.072,-0.084,6.000
0.069,-0.793,6.000
0.398,0.210,6.000
-0.478,0.280,6.000
0.398,-0.104,6.000
0.128,-0.153,6.000
0.088,0.339,6.000
-0.497,0.391,6.000
-0.292,-0.108,6.000
0.508,-0.322,6.000
-0.041,-0.242,6.000
-0.382,0.419,6.000
0.030,0.387,6.000
0.469,-0.289,6.000
0.286,-0.002,6.000
0.107,-0.271,6.000
-0.505,0.459,6.000
0.096,-0.012,6.000
-0.688,0.089,6.000
0.303,-0.297,6.000
0.020,-0.136,6.000
0.683,-0.084,6.000
-0.016,-0.319,6.000
0.181,-0.284,6.000
-0.018,-0.079,6.000
0.116,0.053,6.000
-0.609,0.164,6.000
-0.097,-0.538,6.000
0.115,0.035,6.000
0.174,-0.202,6.000
-0.036,-0.123,6.000
-0.038,0.297,6.000
0.199,-0.116,6.000
0.173,-0.319,6.000
-0.376,0.157,6.000
0.395,-0.138,6.000
-0.138,-0.278,6.000
-0.299,0.432,6.000
0.200,0.014,6.000
0.121,-0.256,6.000
0.349,0.094,6.000
-0.467,0.332,6.000
0.494,0.194,6.000
-0.017,-0.054,6.000
0.114,-0.086,6.000
-0.325,0.515,6.000
0.671,-0.429,6.000
-0.251,-0.037,6.000
-0.523,0.634,6.000
0.447,-0.292,6.000
0.261,-0.135,6.000
0.490,-0.251,6.000
-0.334,-0.008,6.000
0.094,0.240,6.000
0.271,-0.380,6.000
-0.470,0.460,6.000
0.313,-0.086,6.000
0.031,-0.630,6.000
-0.026,0.182,6.000
0.965,-0.252,6.000
0.315,-0.528,6.000
-0.238,-0.098,6.000
0.172,-0.290,6.000
-0.004,-0.374,6.000
-0.233,-0.109,6.000
-0.137,0.144,6.000
-0.047,0.443,6.000
-0.567,0.110,6.000
0.251,-0.452,6.000
-0.232,0.002,6.000
0.408,-0.115,6.000
0.474,0.290,6.000
0.232,-0.361,6.000
0.006,0.168,6.000
0.246,-0.308,6.000
0.239,0.072,6.000
-0.262,-0.117,6.000
0.955,-0.054,6.000
-0.173,0.299,6.000
0.053,-0.263,6.000
0.274,-0.251,6.000
-1.157,0.029,6.000
-0.234,0.376,6.000
-0.153,0.273,6.000
-0.422,-0.121,6.000
0.357,-0.417,6.000
0.007,0.637,6.000
0.134,-0.199,6.000
0.318,-0.157,6.000
0.205,0.399,6.000
-0.233,-0.078,6.000
0.602,-0.013,6.000
-0.033,0.516,6.000
-0.417,-0.027,6.000
0.211,0.049,6.000
-0.245,0.015,6.000
